threshold,precision,recall,f1,youden_j
0.8200000000000002,0.9836065573770492,0.625,0.7643312101910829,0.6238938053097345
0.8300000000000002,0.9836065573770492,0.625,0.7643312101910829,0.6238938053097345
0.8400000000000002,0.9836065573770492,0.625,0.7643312101910829,0.6238938053097345
0.8500000000000002,1.0,0.6145833333333334,0.7612903225806451,0.6145833333333334
0.8600000000000002,1.0,0.6041666666666666,0.7532467532467533,0.6041666666666666
0.8700000000000001,1.0,0.6041666666666666,0.7532467532467533,0.6041666666666666
0.8800000000000001,1.0,0.5833333333333334,0.7368421052631579,0.5833333333333334
0.8900000000000001,1.0,0.5729166666666666,0.7284768211920529,0.5729166666666666
0.9000000000000001,1.0,0.5625,0.72,0.5625
0.9100000000000001,1.0,0.5625,0.72,0.5625
0.9200000000000002,1.0,0.5520833333333334,0.7114093959731543,0.5520833333333334
0.9300000000000002,1.0,0.53125,0.6938775510204082,0.53125
0.9400000000000002,1.0,0.53125,0.6938775510204082,0.53125
0.9500000000000002,1.0,0.5208333333333334,0.684931506849315,0.5208333333333334
